czone,native_wage_change,native_unemploy_rate_change,native_parti_rate_change,employ_share_m_change,card_iv,col_share,manu_share,female_share,x_c.hat,immigration_inflow_ratio
27011,0.381961247,-0.082333752,-0.016001055,0.902066489,0.007798282,0.351203501,0.026805252,0.398249453,0.058418985,0.007874677
27012,0.326428381,0.170744006,-0.063619072,-0.158220502,0.001819192,0.351203501,0.026805252,0.398249453,0.034516954,-8.45E-04
27101,0.401177299,-0.06617327,0.004355197,0.050034529,0.006979684,0.295052694,0.172831965,0.388232645,0.020427134,0.023119488
27102,0.401394273,-0.287149193,-0.005235489,0.075358479,0.007284035,0.293592035,0.138881797,0.388052081,0.022526122,0.03310789
27201,0.240052255,-0.393997921,0.027933362,-0.006766202,0.006865081,0.326181696,0.157224271,0.37713711,0.015634776,0.045260194
27202,0.358962992,-0.334227664,-0.007774019,-0.070239434,0.007234842,0.297448294,0.14105222,0.386760537,0.021712208,0.05665758
27301,0.277434673,-0.303449042,0.00101972,-0.023315043,0.007663973,0.328687875,0.173547039,0.380810349,0.023361887,0.029795482
27302,0.249532713,-0.289719153,-4.94E-04,-0.113541323,0.015089395,0.28651319,0.242352346,0.398451302,0.060026327,0.048597121
27401,0.297082159,-0.213126515,-0.002587767,-0.033544251,0.004216515,0.280773504,0.136386416,0.374363748,-0.010212933,0.028222375
27402,0.220249919,0.454999788,0.011095537,-0.09916483,0.005994969,0.317387687,0.173044925,0.398918469,0.036014196,0.012554506
27501,0.225836878,0.124697699,0.013239434,-0.102235597,0.009869977,0.400653303,0.151152147,0.446322561,0.134694398,0.092989
27502,0.275110074,0.05550537,-0.005854726,-0.053298722,0.006115724,0.271752086,0.196185936,0.405244338,0.030502118,0.027036392
27503,0.320957316,0.237578887,-0.002557298,-0.08029963,0.010040855,0.268215114,0.142563377,0.403311528,0.045196593,0.007331574
27504,0.314373248,-0.172229797,-0.026691033,0.020118161,7.69E-04,0.256874581,0.125419182,0.372904091,-0.032026207,0.020692143
27601,0.216836503,-0.301698796,0.024820958,-0.171781126,0.012262156,0.388752197,0.08857645,0.401405975,0.08796412,0.0091332
27602,0.353822966,0.200504011,-0.011420393,0.219431484,0.001819222,0.351203501,0.026805252,0.398249453,0.034517077,0.00318129
27603,0.335702632,0.180617945,-0.04615563,-0.030547855,0.001819215,0.351203501,0.026805252,0.398249453,0.034517047,3.08E-04
27604,0.335837782,0.180763326,-0.045899595,-0.028690922,0.001819169,0.351203501,0.026805252,0.398249453,0.034516863,3.26E-04
27605,0.356182826,0.203153629,-0.006835099,0.252353476,0.001819238,0.351203501,0.026805252,0.398249453,0.034517139,0.003634326
27701,0.252856435,0.401524086,-0.026242306,-0.389130816,0.022993528,0.338101035,0.086122946,0.373097991,0.081619231,0.018043104
27702,0.113028248,0.27980791,0.004291377,-0.345247025,0.016615637,0.418200116,0.061933253,0.374375584,0.081277189,0.028972555
27703,0.121517164,-0.230675089,-0.015076713,-0.508257415,0.012730491,0.433399245,0.05734316,0.374618012,0.070519038,-0.009425768
27704,0.352443933,0.271918222,0.003956493,-0.237985645,0.01505264,0.346328147,0.048877032,0.388890736,0.073449003,0.007427374
27801,0.268689336,0.370986358,-0.013270477,-0.028146473,0.007557252,0.321797753,0.160449438,0.367640449,0.005240378,0.079412112
27802,0.200306337,0.241269567,-0.019593079,-0.146859561,0.006614298,0.28491447,0.204396181,0.386884209,0.013036625,0.074444084
27901,0.202523241,0.185636106,-0.028457317,-0.194212326,0.018917856,0.350731215,0.158850227,0.406454866,0.107023751,0.030575748
27902,0.243526954,-0.118619473,-0.012445987,-0.10332771,0.006120104,0.29828722,0.154150198,0.39314888,0.024835132,0.035230306
27903,0.154175035,0.664215194,-0.034260605,-0.297490423,0.018238233,0.350731215,0.158850227,0.406454866,0.104306888,0.070032779
28001,0.230890054,0.148626295,-0.001785991,-0.138386124,0.014558481,0.320292474,0.156668161,0.39680296,0.069169161,0.062183001
28002,0.198544607,0.280325508,-0.026151349,-0.136235829,0.006547543,0.282571912,0.21319797,0.385786802,0.010356902,0.071319759
28101,0.222107683,0.071528654,0.006966784,-0.132432475,0.010808625,0.462653013,0.148523083,0.443011621,0.151861499,0.076526604
28102,0.243336476,-0.119278417,-0.013057802,-0.105480288,0.006120377,0.29828722,0.154150198,0.39314888,0.02483622,0.034481913
28201,0.312227646,0.249165846,0.002296726,-0.098634876,0.009959697,0.271233496,0.158572849,0.409614373,0.052827081,0.009104662
28202,0.226887814,0.23782482,0.004002282,-0.197734219,0.012499938,0.389569839,0.141909896,0.425203225,0.116297299,0.07003191
28301,0.337493868,0.424614791,-0.01019592,-0.238091589,0.0389298,0.333454943,0.077708865,0.366654506,0.136400387,0.088980607
28302,0.232633258,0.218735812,0.006688502,-0.332877722,0.025527802,0.331792484,0.100828288,0.373628885,0.089981151,0.063024937
28303,0.247138197,0.390293591,-0.031768661,-0.447295127,0.022988105,0.338101035,0.086122946,0.373097991,0.081597553,0.014970515
28304,0.242718002,0.315835061,-0.013553689,-0.341933532,0.021567425,0.336029396,0.092181313,0.373708924,0.075824246,0.028726996
28305,0.309952202,0.580434867,-0.028516313,-0.161875711,0.021903025,0.33760765,0.087565816,0.373243492,0.077237449,0.055751878
28306,0.183589624,-0.034203618,-0.009757706,-0.25113307,0.010303799,0.330204778,0.109215017,0.375426621,0.030532464,0.071256307
28401,0.306797296,-0.017418298,0.019971496,-0.057592201,0.008326225,0.452087649,0.134815732,0.402156207,0.088877151,0.126530448
28402,0.345434513,0.439093252,4.80E-04,-0.153456274,0.038929933,0.333454943,0.077708865,0.366654506,0.136400919,0.122459849
28501,0.278327585,0.618458642,-0.032685692,-0.757940156,0.038787215,0.333454943,0.077708865,0.366654506,0.135830391,0.031346134
28502,0.128388733,0.008709396,0.019432759,-0.283520377,0.02584742,0.379292581,0.156749934,0.381208557,0.111504055,0.049686703
28503,0.21484212,0.003437447,0.028469217,-0.398930368,0.026058983,0.423173804,0.062468514,0.377329975,0.124067186,0.056190672
28504,0.33754233,0.424701317,-0.010131089,-0.237570876,0.038930148,0.333454943,0.077708865,0.366654506,0.136401778,0.089157042
28601,0.25413924,0.107149769,-0.030264803,-0.145032428,0.011813989,0.38426501,0.072049689,0.391304348,0.073113563,0.002941688
28602,0.258880273,0.116193259,-0.022688015,-0.083239034,0.011813879,0.38426501,0.072049689,0.391304348,0.073113125,0.00472573
28603,0.255349706,0.109437613,-0.028337354,-0.129348128,0.011814254,0.38426501,0.072049689,0.391304348,0.073114624,0.003368952
28604,0.25880101,0.116040221,-0.0228153,-0.084280429,0.011814579,0.38426501,0.072049689,0.391304348,0.073115922,0.004693305
28605,0.258214295,0.114909399,-0.023756817,-0.091979748,0.011814054,0.38426501,0.072049689,0.391304348,0.073113823,0.004456247
28606,0.248242872,0.111793688,-0.007253111,-0.239067667,0.014714391,0.360688358,0.088258166,0.384379782,0.068770735,0.028029238
28607,0.180845576,-0.042591745,-0.01405482,-0.282506608,0.010303814,0.330204778,0.109215017,0.375426621,0.030532524,0.064476849
28608,0.213302923,0.316442489,-0.015915538,-0.12834652,0.019273246,0.34973566,0.153117604,0.403825559,0.105157717,0.038718281
28609,0.20307385,0.11491494,-0.009058084,-0.234713558,0.016603659,0.336378985,0.124144935,0.384759697,0.068366863,0.062764782
28701,0.065564103,-0.273200082,0.013735663,-0.554922166,0.010697285,0.446311858,0.100840336,0.369281046,0.057449543,0.016125478
28702,0.301610232,-0.249710981,0.026587283,-0.31134089,0.01342164,0.48932855,0.060144657,0.379764977,0.0952472,0.29845102
28703,0.379650006,-0.07704428,0.033038583,-0.078253216,0.009439712,0.539014374,0.046885695,0.379876797,0.094009521,0.222751607
28704,0.103805748,0.171872595,0.006235025,-0.327496796,0.015625104,0.440209324,0.056668861,0.374957099,0.084453472,0.031645057
28800,0.269210069,0.161846967,0.0248432,-0.094045352,0.020745683,0.474964696,0.178283158,0.405972967,0.147743481,0.142587732
28900,0.261569685,0.42378834,0.009315186,-0.16303906,0.014487287,0.502250858,0.15670806,0.424874565,0.154808567,0.201121529
29001,0.290898731,0.740975699,-0.01951531,-0.097707485,0.012342328,0.342231076,0.155776892,0.387649402,0.055148282,0.015446302
29002,0.286337413,0.727654248,-0.025253917,-0.129081095,0.012341316,0.342231076,0.155776892,0.387649402,0.055144236,0.011879704
29003,0.224951912,0.390974704,-0.010479805,-0.528783485,0.039563591,0.388435878,0.098962194,0.364714603,0.151013088,0.292580867
29004,0.291071554,0.741483734,-0.019297664,-0.096520343,0.012344156,0.342231076,0.155776892,0.387649402,0.055155592,0.015590351
29005,0.18727114,0.123442276,-0.012629554,-0.185163939,0.023610539,0.36690684,0.25127494,0.411312652,0.132225251,0.006426062
29006,0.261358594,0.121010467,-0.018697687,-0.050525495,0.011815689,0.38426501,0.072049689,0.391304348,0.073120358,0.005790445
29007,0.255338533,0.10941643,-0.028355167,-0.129493184,0.011814122,0.38426501,0.072049689,0.391304348,0.073114097,0.003364926
29008,0.214944144,0.414241858,-0.027717809,-0.6249479,0.039579446,0.388435878,0.098962194,0.364714603,0.151076471,0.181490131
29101,0.285801524,0.09589585,-0.027708009,-0.13478349,0.010254102,0.358506944,0.149739583,0.407552083,0.076341301,0.010081284
29102,0.222130486,0.079128298,-0.017505936,-0.138341538,0.013278938,0.324137923,0.156466937,0.399707669,0.068747776,0.025672068
29103,0.275906604,0.194802029,-0.019078065,-0.111393342,0.012379016,0.369160012,0.117608455,0.400832315,0.080921914,0.00806994
29104,0.298793692,0.096039112,-0.014063353,-0.066370965,0.01025552,0.358506944,0.149739583,0.407552083,0.076346968,0.018163415
29201,0.279935724,-0.146670734,0.016895018,-0.102069096,0.007716312,0.293709528,0.195189639,0.383903793,0.016623447,0.007355244
29202,0.273034192,-0.037014614,-0.011950952,-0.059920446,0.013461805,0.382027132,0.107412724,0.401047639,0.08958563,0.001754672
29203,0.230028199,-0.043296159,-0.016902114,-0.220336027,0.013673895,0.389416502,0.103173117,0.396663657,0.087256372,0.011734172
29204,0.17814856,0.361332727,0.002637328,-0.110647696,0.011716448,0.395824456,0.153424415,0.434934534,0.126484666,0.045820909
29301,0.181783935,0.613238123,0.004287788,-0.130376488,0.016249554,0.394887229,0.302970456,0.414427092,0.112210791,0.084916754
29302,0.270113686,0.371841001,-0.002376614,-0.066672442,0.023148812,0.364389012,0.251065367,0.409062143,0.126888755,0.022700723
29303,0.161114198,0.290626433,-0.017889867,-0.126601471,0.014473744,0.326037075,0.218745351,0.402534093,0.074783398,0.010717402
29401,0.115268615,0.099474895,-0.01457784,-0.135307154,0.012544053,0.383882797,0.211558822,0.414108475,0.097995909,0.016890784
29402,0.119553589,0.204602211,-0.041855517,-0.252601225,0.01253917,0.350047908,0.212392207,0.397636538,0.067996159,0.041967732
29403,0.099803425,0.380540465,0.01287981,-0.089599307,0.015145437,0.358601211,0.255324866,0.404297162,0.087165288,0.01204258
29501,0.292577386,-0.129184961,0.031058285,-0.037820766,0.007717609,0.293709528,0.195189639,0.383903793,0.016628633,0.012754558
29502,0.180207445,0.222000198,0.005371021,-0.13831521,0.013532655,0.39557666,0.207282326,0.432935577,0.128788868,0.077496657
29503,0.224259826,0.041341811,0.003004484,-0.054493943,0.01287805,0.283933385,0.204789879,0.41032439,0.066875813,0.013247271
29504,0.218547947,0.292700207,0.001939866,-0.116982116,0.008384527,0.238585565,0.193320055,0.406865769,0.032400698,0.018226028
29505,0.317010793,0.051925849,0.011037023,-0.001372182,0.009177129,0.255813953,0.147803618,0.375193798,0.003130372,0.003295581
29506,0.316485505,0.050505174,0.009827191,-0.007614364,0.009176548,0.255813953,0.147803618,0.375193798,0.003128047,0.002919195
29601,0.20299869,0.356622516,0.014812771,-0.065734432,0.010049822,0.42016798,0.143579347,0.443784447,0.138080302,0.044548642
29602,0.256341803,-0.35452809,0.029381075,-0.074216389,0.008703941,0.236397749,0.1815197,0.405722326,0.032171302,0.043831461
29700,0.204154083,-0.263257703,0.017782442,-0.063998333,0.008503669,0.326902218,0.2160019,0.416369594,0.068454443,0.02351381
29800,0.311183401,-0.193595293,0.009685546,-0.190017227,0.003363877,0.227897252,0.275985663,0.400537634,-0.002217199,0.057681096
29901,0.142366655,0.29322739,0.018346679,-0.095997315,0.010260328,0.328908125,0.279374051,0.410002824,0.065307336,0.025302271
29902,0.267929052,0.158357925,-3.19E-05,-0.13968093,0.008061443,0.201051702,0.197350428,0.403402431,0.01609292,0.011677456
30000,0.136241936,-0.167313585,0.003435004,-0.273783283,0.012482346,0.253778963,0.326506911,0.406254459,0.046339792,0.089564988
30100,0.250360947,-0.0780727,0.017895812,-0.181429644,0.015093214,0.275101657,0.26823684,0.407712582,0.067175966,0.088113004
30200,0.221091695,-0.024111788,-0.00843782,-0.202862331,0.004205313,0.287462655,0.191605457,0.40765476,0.030472085,0.032387896
30300,0.406995216,-0.012204022,0.040747662,-0.222135228,0.011624245,0.312129519,0.245589181,0.414722349,0.073415733,0.228862489
30401,0.162111154,0.520944551,0.017245712,-0.07814639,0.014613776,0.416048392,0.143885631,0.391389753,0.090126488,0.019886885
30402,0.101753903,0.548511344,0.003157208,-0.128815496,0.012195938,0.392679427,0.214406896,0.408179049,0.09158758,0.07579016
30403,0.198755244,0.014302949,0.026178991,-0.038405885,0.005068073,0.296454366,0.179251477,0.412344058,0.042817352,0.032229585
30501,0.221417683,0.833651797,-0.022971087,-0.314643109,0.031287417,0.347282347,0.081770082,0.363155363,0.105206975,0.048710162
30502,0.133878358,0.795726933,-0.026918321,-0.20740899,0.022054478,0.364678517,0.131595425,0.375764224,0.086604941,0.037159158
30601,0.143850742,0.262256522,0.009218192,-0.377705871,0.048094042,0.369708436,0.162237849,0.392836212,0.211932697,0.29898592
30602,0.183789991,0.516979741,0.043027782,-0.250666221,0.034310795,0.355864811,0.077037773,0.394135189,0.15836405,0.143052117
30603,0.104491778,-0.106445479,0.035873531,-0.232559674,0.044603362,0.39324192,0.078354554,0.396180215,0.212482708,0.066995194
30604,-0.029572789,-0.322443619,-0.020978452,-0.313291652,0.037288896,0.295870361,0.064296916,0.329325666,0.073558006,0.086554358
30605,0.042490163,0.630803599,-0.050717222,-0.440809384,0.04863916,0.282402529,0.060590095,0.32455216,0.10939178,0.067553158
30701,0.165009989,0.422895543,0.006574784,-0.376183538,0.039186894,0.322853234,0.072854625,0.369613341,0.138340804,0.097599485
30702,0.302774639,0.284647302,0.020015691,-0.411782096,0.032034315,0.321257093,0.058926233,0.38280227,0.12629079,0.041883155
30801,0.12621471,0.498140894,0.001315183,-0.36649767,0.047291345,0.286033665,0.07471369,0.341335611,0.125222704,0.068331605
30802,0.14937614,0.773789656,-0.012404824,-0.40082892,0.02915741,0.411489966,0.13872217,0.400802317,0.158899199,0.037916207
30901,0.176664604,0.186652847,-7.60E-04,-0.451971431,0.035834326,0.316628462,0.072476485,0.375681268,0.130738895,0.073708276
30902,0.177473022,0.912819717,-0.020652194,-0.504947151,0.048429393,0.286727657,0.110462944,0.344005563,0.131683894,0.073172874
30903,0.134317938,0.601004331,0.003006465,-0.302149668,0.027606609,0.397747733,0.154174231,0.405905273,0.154484728,0.10045859
30904,0.077496985,0.796099957,-0.04682918,-0.542227126,0.047338064,0.294728642,0.136587899,0.341989094,0.125897841,0.099998566
30905,0.072403997,0.790709874,-0.054499193,-0.580608616,0.047345419,0.294728642,0.136587899,0.341989094,0.125927244,0.076413661
30906,0.074147562,0.792536485,-0.051878451,-0.567470851,0.047345115,0.294728642,0.136587899,0.341989094,0.125926028,0.084058731
30907,0.195780978,0.802343992,-0.03853324,-0.567745539,0.048929703,0.283266497,0.099161502,0.344877871,0.134299664,0.06302845
30908,0.190196319,0.88296147,-0.016102245,-0.493086055,0.048618381,0.285375409,0.106047558,0.344346367,0.132679954,0.087481233
31001,0.229996552,0.378936042,-0.00175321,-0.483599867,0.039557908,0.388435878,0.098962194,0.364714603,0.150990369,0.369857876
31002,0.222517498,0.396708744,-0.014682012,-0.551339704,0.039575031,0.388435878,0.098962194,0.364714603,0.151058819,0.261211636
31003,0.216488228,0.410704022,-0.025064543,-0.609494903,0.039578147,0.388435878,0.098962194,0.364714603,0.151071278,0.195899065
31004,0.241686951,0.589193492,6.90E-04,-0.520539211,0.038646193,0.379351812,0.095167276,0.364370423,0.144537658,0.238304083
31005,0.078351948,0.797021254,-0.045537191,-0.535781517,0.047343391,0.294728642,0.136587899,0.341989094,0.125919136,0.104358159
31006,0.221039386,0.873805542,0.007162825,-0.351299986,0.03796632,0.346924505,0.090197894,0.360999491,0.128753949,0.094805492
31007,0.085907977,0.805377977,-0.034062996,-0.47875495,0.047338737,0.294728642,0.136587899,0.341989094,0.12590053,0.149209102
31101,0.148517791,0.960901208,0.009841573,-0.127403199,0.031496893,0.281954887,0.165413534,0.370614035,0.093224416,0.086816462
31102,0.146123768,0.694487223,-0.013490061,-0.161516531,0.040530682,0.272859543,0.144826067,0.384216353,0.144586176,0.092297273
31103,0.053717422,0.66096228,-0.029969691,-0.417623475,0.030743682,0.281954887,0.165413534,0.370614035,0.090213376,0.075095328
31201,0.334065609,0.641614756,0.01673191,-0.069748056,0.022935713,0.495659347,0.134730726,0.435519852,0.200925272,0.429539585
31202,0.1785189,0.497979987,0.040350458,-1.95E-04,0.034171541,0.266019417,0.13592233,0.425242718,0.168561075,0.129409951
31301,0.233929702,0.45575256,0.014178317,-0.173322166,0.038242816,0.379558586,0.113209969,0.407032989,0.195126854,0.183831295
31302,-0.028294837,0.277593082,-0.005084314,-0.473886947,0.037554565,0.305702415,0.124274206,0.361057361,0.114084373,0.03509562
31303,0.290218899,0.604660316,-0.002543536,0.251219259,0.03542121,0.293289535,0.076959174,0.382918817,0.131317422,0.116962075
31304,0.104631512,0.577510102,-0.049125306,-0.732356167,0.044750169,0.365751335,0.133867277,0.407322654,0.216701025,0.032450935
31401,0.123244141,0.747479036,0.003213819,-0.251369825,0.044481905,0.351799125,0.128816537,0.362844776,0.156734436,0.106059476
31402,0.035557501,0.621012464,-0.059279667,-0.510156492,0.04864016,0.282402529,0.060590095,0.32455216,0.109395776,0.049827783
31403,0.128793585,0.583777215,-0.013058389,-0.493730249,0.048344923,0.304602121,0.080107154,0.346597721,0.140937667,0.08996672
31404,0.062991363,0.659481821,-0.025275244,-0.23369557,0.048636138,0.282402529,0.060590095,0.32455216,0.109379701,0.134491437
31501,0.212460686,-0.10873809,-0.029644492,-0.622538636,0.05185631,0.265265265,0.123623624,0.374874875,0.177082555,0.056658624
31502,0.290460913,0.458411383,0.0047034,-0.032367675,0.047926687,0.285782129,0.089460088,0.38076393,0.175968746,0.086926184
31503,0.246639038,0.119229297,0.049232601,-0.398671463,0.053351026,0.291066282,0.069164265,0.384245917,0.204364816,0.703114108
31600,0.149381513,0.209879666,8.35E-04,-0.462741033,0.051947993,0.296407557,0.13157224,0.404439687,0.222530972,0.575201301
31700,0.10778855,0.456736897,-0.006125215,-0.33238052,0.036334158,0.346378371,0.104788012,0.38197009,0.147451322,0.064575573
31800,0.23446302,0.782591226,0.06438827,-0.192540602,0.019270463,0.426604069,0.130516432,0.399687011,0.122600741,0.20545238
31900,0.188248662,0.718878689,0.010947909,-0.177518527,0.036816861,0.339356151,0.227569812,0.369227318,0.126109611,0.162892183
32000,0.175053449,0.820350655,4.66E-04,-0.297157431,0.029892972,0.438621917,0.182649674,0.402108957,0.169116597,0.392452285
32100,0.029816771,0.277001025,-0.0151155,-0.258421527,0.022795348,0.339044862,0.266609566,0.378148251,0.079297924,0.064067805
32201,0.137611228,0.793243642,0.008430261,-0.46211263,0.027380495,0.366163135,0.211117933,0.398151191,0.13254596,0.119166795
32202,0.081095437,0.536499138,-0.01230479,-0.518073047,0.032764385,0.297648756,0.27204096,0.394993489,0.128192546,0.097464157
32301,0.193871852,0.742045568,0.018045995,-0.387121586,0.044757329,0.365751335,0.133867277,0.407322654,0.216729646,0.053407662
32302,0.123539623,0.348037814,-0.058383268,-0.819805172,0.041500307,0.319405911,0.13482226,0.415650109,0.200990502,0.046348705
32303,0.105771624,0.577856426,-0.047259209,-0.71812627,0.044750392,0.365751335,0.133867277,0.407322654,0.216701916,0.034753656
32304,0.171649694,0.104931432,-0.019169213,-0.583298497,0.051572099,0.284861286,0.125621262,0.381202591,0.189212303,0.099988965
32305,0.193759255,0.034395152,-0.018363883,-0.406308844,0.051793491,0.266021132,0.120843428,0.372655311,0.174413071,0.146351829
32306,0.239041709,-0.050435781,0.005869351,-0.370181571,0.051841107,0.265265265,0.123623624,0.374874875,0.17702178,0.223005729
32401,-0.091507186,0.460475355,-0.077229216,-0.659543665,0.040597584,0.388509078,0.092473222,0.379312215,0.173574462,0.03171097
32402,0.165189021,0.807247962,-0.017498339,-0.569758964,0.034727692,0.303790254,0.145625534,0.389569678,0.136680461,0.012172958
32403,0.165960128,0.810518473,-0.013912175,-0.540995646,0.034728149,0.303790254,0.145625534,0.389569678,0.136682285,0.015527782
32501,0.20619585,0.703120298,0.011458504,-0.342702025,0.027800329,0.367277164,0.123067784,0.400629328,0.141545801,0.029706154
32502,0.224018998,0.689622871,0.013870055,-0.320987325,0.034463002,0.246302907,0.158082611,0.392146864,0.122124753,0.130791672
32503,0.243086378,0.86793906,0.012141323,-0.387134161,0.039296999,0.284050715,0.139976527,0.381561457,0.13971792,0.030952155
32601,0.192274752,0.82785603,-0.003583408,-0.209693715,0.013743836,0.361030544,0.16488311,0.413819237,0.09810227,0.033872383
32602,0.335037014,0.728934799,0.017689751,-0.311233825,0.034204155,0.250517203,0.157169405,0.391957935,0.122079471,0.063143655
32603,0.362872622,0.703482287,0.017961396,-0.339903468,0.034056258,0.246302907,0.158082611,0.392146864,0.120498754,0.052821183
32604,0.363300155,0.703849197,0.01936857,-0.329439232,0.034056641,0.246302907,0.158082611,0.392146864,0.120500284,0.055099369
32701,0.174844362,0.47009774,0.013936254,-0.205686118,0.034174588,0.266019417,0.13592233,0.425242718,0.168573258,0.067537281
32702,0.289226931,0.849187456,-0.005262992,-0.29739877,0.035148357,0.297108363,0.143908979,0.395880456,0.144395296,0.090969611
32801,0.174142052,0.714228437,0.01651678,-0.298680497,0.030454501,0.351551925,0.232340448,0.427364142,0.176041451,0.123414243
32802,0.200814823,0.664746374,0.018336149,-0.318662701,0.026321881,0.296938782,0.177207778,0.415016836,0.131326193,0.121875535
32900,0.299959207,0.056179778,0.025453914,-0.215311071,0.013784148,0.351473362,0.105913917,0.383274891,0.06030489,0.106619504
33000,0.241167408,0.884135554,0.002968283,-0.242945762,0.027307612,0.402517617,0.249095637,0.415992433,0.162908064,0.30465359
33100,0.279511728,0.932268336,0.002147615,-0.365259699,0.027649505,0.442345793,0.215019171,0.433757185,0.199027146,0.450351226
33200,0.145961071,0.359280081,-0.001806058,-0.322404003,0.018301849,0.30755837,0.292765104,0.414770932,0.096779804,0.116113206
33300,0.149891901,0.427327802,-0.002655496,-0.27789685,0.030229139,0.358607697,0.217267709,0.41034563,0.15667263,0.134116703
33400,0.140814475,0.324122713,0.002524738,-0.285639623,0.029386912,0.338762718,0.246077568,0.394284679,0.126513644,0.075071982
33500,0.139762372,0.081812154,0.018821254,-0.224745741,0.021696059,0.274987354,0.27534596,0.407763742,0.093285373,0.067943107
33601,0.17304491,0.16208755,0.009686256,-0.31839531,0.012479395,0.347784078,0.127827808,0.375392025,0.043290738,0.002364495
33602,0.202068013,-0.057987375,-0.010101239,-0.277759565,0.023818054,0.327838828,0.08470696,0.38507326,0.09696028,0.025089617
33603,0.17489966,0.395065034,0.024434563,-0.537098388,0.028209677,0.288468955,0.199768608,0.372927111,0.083248507,0.02759598
33700,0.199774291,0.319962185,0.029902535,-0.281021188,0.015129206,0.309545318,0.196326408,0.401084011,0.071975249,0.023935523
33801,0.204866037,-0.044795812,-0.004877522,-0.238128623,0.023818389,0.327838828,0.08470696,0.38507326,0.096961621,0.028607849
33802,0.268019836,0.389491165,0.040943774,-0.267418556,0.028924909,0.288468955,0.199768608,0.372927111,0.08610772,0.038968039
33803,0.166337688,0.592403644,0.002855875,-0.201665259,0.015339408,0.423842714,0.147277812,0.418006691,0.12809901,0.094300889
33901,0.194997587,-0.001805053,0.017032528,-0.230052173,0.014075001,0.300201102,0.193182972,0.402138326,0.066586487,0.031852824
33902,0.207147514,0.495807217,0.016003034,-0.222887779,0.012208589,0.332314495,0.301819057,0.415423112,0.079776739,0.065709078
34001,0.174404028,0.298143318,0.004176609,-0.191650534,0.008127275,0.254245785,0.259616635,0.399745599,0.023970573,0.038185041
34002,0.188531906,-0.095196434,-0.004195963,-0.295890297,0.015735746,0.273598432,0.237387391,0.399752785,0.060821404,0.037311021
34101,-0.099262241,9.75E-04,0.094290375,-1.127462105,0.009339727,0.401840491,0.108238387,0.402716915,0.080704759,0.074075301
34102,-0.055960729,-0.187156535,0.023762337,-0.151185666,0.008527553,0.456911845,0.033836526,0.402710079,0.096234399,0.109558371
34103,-0.115959238,-0.390203037,0.080914563,-0.230833099,0.010593012,0.414387884,0.04880101,0.370214556,0.051553066,0.048631281
34104,-0.12771229,-0.024090798,0.054486004,-1.367735103,0.009339801,0.401840491,0.108238387,0.402716915,0.080705056,0.041712409
34105,-0.109052712,-0.007539008,0.080557902,-1.212109368,0.00933962,0.401840491,0.108238387,0.402716915,0.080704332,0.061411109
34106,-0.114610533,-0.012423966,0.072778635,-1.259174829,0.009339603,0.401840491,0.108238387,0.402716915,0.080704266,0.055000916
34107,-0.111199233,-0.009421178,0.077552032,-1.230365715,0.009339644,0.401840491,0.108238387,0.402716915,0.080704427,0.058874287
34108,-0.114823077,-0.01261153,0.07248137,-1.260961786,0.009339494,0.401840491,0.108238387,0.402716915,0.08070383,0.054765748
34109,-0.133123116,-0.091289089,0.073407225,-0.524708067,0.009339617,0.401840491,0.108238387,0.402716915,0.080704321,0.075627014
34110,-0.134169717,-0.058664239,0.073350949,-0.804391332,0.009339923,0.401840491,0.108238387,0.402716915,0.080705542,0.042298481
34111,-0.130530448,-0.069573254,0.076484704,-0.654013121,0.009339753,0.401840491,0.108238387,0.402716915,0.080704864,0.060604685
34112,-0.110614449,-0.008907855,0.078370758,-1.225402152,0.009339212,0.401840491,0.108238387,0.402716915,0.0807027,0.05955756
34113,-0.096788305,0.003108136,0.097766296,-1.105683945,0.009339559,0.401840491,0.108238387,0.402716915,0.080704088,0.077592278
34114,-0.153289016,-0.047497104,0.018955591,-1.572350695,0.009339881,0.401840491,0.108238387,0.402716915,0.080705376,0.021339143
34115,-0.149667889,-0.331983593,0.057514462,-0.308190813,0.010465593,0.413033351,0.055217475,0.373723295,0.05473158,0.064420738
34201,0.151617672,0.044160485,-0.027763573,-0.365335835,0.003996402,0.38210075,0.043944266,0.394962487,0.047049964,-0.011933433
34202,0.157515693,0.053759968,-0.020356913,-0.283752231,0.003996188,0.38210075,0.043944266,0.394962487,0.047049109,-0.009030634
34203,0.148923191,0.034715918,-0.031381535,-0.436869463,0.003995154,0.381238714,0.043790684,0.393900889,0.045492239,-0.010393505
34204,0.180925547,-0.169958839,-0.002292352,-0.162416142,0.003580592,0.350147121,0.038251366,0.355611602,-0.012168481,0.002029022
34301,0.258304127,-0.139273712,0.020272396,0.069746441,0.014212516,0.364006515,0.061889251,0.362785016,0.042072052,0.038181084
34302,0.232749145,-0.184096564,-0.004964504,-0.406466716,0.011283247,0.364006515,0.061889251,0.362785016,0.030361994,4.52E-04
34303,0.038343502,-0.046285033,-0.001745099,0.045597623,0.016391872,0.372807018,0.047149123,0.34247076,0.028700885,0.003720125
34304,0.238059493,-0.11396822,0.012953072,-0.254660654,0.009967158,0.360634381,0.056137909,0.36103965,0.022244739,0.003966999
34305,0.178471985,-0.176629385,-0.005669904,-0.197141085,0.00358062,0.350147121,0.038251366,0.355611602,-0.012168367,0.001452357
